location,date,vaccine,total_vaccinations,daily_vaccinations,iso3code
Switzerland,2022-06-04,Johnson&Johnson,61000,11,CHE
Switzerland,2022-06-04,Moderna,9804232,229,CHE
Switzerland,2022-06-04,Pfizer/BioNTech,5850424,520,CHE
United States,2022-06-04,Johnson&Johnson,18789206,2978,USA
United States,2022-06-04,Moderna,222147891,153140,USA
United States,2022-06-04,Pfizer/BioNTech,347357380,243785,USA
Uruguay,2022-06-04,Pfizer/BioNTech,2532575,44,URY
Argentina,2022-06-05,CanSino,841726,73,ARG
Argentina,2022-06-05,Moderna,8995105,15588,ARG
Argentina,2022-06-05,Oxford/AstraZeneca,26668855,188,ARG
Argentina,2022-06-05,Pfizer/BioNTech,18225073,1863,ARG
Argentina,2022-06-05,Sinopharm/Beijing,28719596,267,ARG
Argentina,2022-06-05,Sputnik V,20580156,23,ARG
Chile,2022-06-05,Pfizer/BioNTech,7992528,40,CHL
Chile,2022-06-05,Sinovac,25813515,67,CHL
Czechia,2022-06-05,Moderna,1600170,11,CZE
Czechia,2022-06-05,Novavax,8070,1,CZE
Czechia,2022-06-05,Pfizer/BioNTech,14738587,107,CZE
France,2022-06-05,Moderna,23709717,148,FRA
France,2022-06-05,Novavax,21772,34,FRA
France,2022-06-05,Pfizer/BioNTech,112219263,2294,FRA
Germany,2022-06-05,Johnson&Johnson,3747184,12,DEU
Germany,2022-06-05,Moderna,31133358,172,DEU
Germany,2022-06-05,Novavax,123682,18,DEU
Germany,2022-06-05,Pfizer/BioNTech,134280493,1410,DEU
Hong Kong,2022-06-05,Pfizer/BioNTech,10192015,18991,HKG
Hong Kong,2022-06-05,Sinovac,7054720,5393,HKG
Italy,2022-06-05,Moderna,34072822,268,ITA
Italy,2022-06-05,Novavax,41600,1,ITA
Italy,2022-06-05,Pfizer/BioNTech,90095193,1046,ITA
Japan,2022-06-05,Moderna,64299388,16174,JPN
Japan,2022-06-05,Novavax,5455,971,JPN
Japan,2022-06-05,Oxford/AstraZeneca,117460,1,JPN
Japan,2022-06-05,Pfizer/BioNTech,217540239,52896,JPN
Latvia,2022-06-05,Johnson&Johnson,293710,1,LVA
Latvia,2022-06-05,Novavax,377,6,LVA
Latvia,2022-06-05,Pfizer/BioNTech,1621276,1,LVA
Nepal,2022-06-05,Johnson&Johnson,3577143,862,NPL
Nepal,2022-06-05,Moderna,6272334,4345,NPL
Nepal,2022-06-05,Oxford/AstraZeneca,13208452,6585,NPL
Nepal,2022-06-05,Sinopharm/Beijing,19848677,181,NPL
Peru,2022-06-05,Moderna,1060026,24056,PER
Peru,2022-06-05,Pfizer/BioNTech,46111253,34045,PER
Peru,2022-06-05,Sinopharm/Beijing,20878025,2681,PER
Romania,2022-06-05,Johnson&Johnson,2054131,87,ROU
Romania,2022-06-05,Moderna,1008565,45,ROU
Romania,2022-06-05,Pfizer/BioNTech,12907983,1076,ROU
South Africa,2022-06-05,Johnson&Johnson,8857113,1787,ZAF
South Africa,2022-06-05,Pfizer/BioNTech,27381175,5585,ZAF
South Korea,2022-06-05,Moderna,24701454,19,KOR
South Korea,2022-06-05,Novavax,539694,20,KOR
South Korea,2022-06-05,Pfizer/BioNTech,78387406,131,KOR
Switzerland,2022-06-05,Moderna,9804241,9,CHE
Switzerland,2022-06-05,Pfizer/BioNTech,5850428,4,CHE
United States,2022-06-05,Johnson&Johnson,18790511,1305,USA
United States,2022-06-05,Moderna,222237499,89608,USA
United States,2022-06-05,Pfizer/BioNTech,347501597,144217,USA
Argentina,2022-06-06,CanSino,847299,5573,ARG
Argentina,2022-06-06,Moderna,9091432,96327,ARG
Argentina,2022-06-06,Oxford/AstraZeneca,26672335,3480,ARG
Argentina,2022-06-06,Pfizer/BioNTech,18258538,33465,ARG
Argentina,2022-06-06,Sinopharm/Beijing,28722362,2766,ARG
Argentina,2022-06-06,Sputnik V,20581619,1463,ARG
Chile,2022-06-06,Pfizer/BioNTech,7994234,1706,CHL
Chile,2022-06-06,Sinovac,25817046,3531,CHL
Czechia,2022-06-06,Johnson&Johnson,412874,1,CZE
Czechia,2022-06-06,Moderna,1600321,151,CZE
Czechia,2022-06-06,Novavax,8105,35,CZE
Czechia,2022-06-06,Pfizer/BioNTech,14739755,1168,CZE
France,2022-06-06,Johnson&Johnson,1089024,8,FRA
France,2022-06-06,Moderna,23709926,209,FRA
France,2022-06-06,Novavax,21787,15,FRA
France,2022-06-06,Pfizer/BioNTech,112223415,4152,FRA
Germany,2022-06-06,Moderna,31133567,209,DEU
Germany,2022-06-06,Novavax,123700,18,DEU
Germany,2022-06-06,Pfizer/BioNTech,134282072,1579,DEU
Hong Kong,2022-06-06,Pfizer/BioNTech,10206308,14293,HKG
Hong Kong,2022-06-06,Sinovac,7067478,12758,HKG
Italy,2022-06-06,Moderna,34076470,3648,ITA
Italy,2022-06-06,Novavax,41625,25,ITA
Italy,2022-06-06,Pfizer/BioNTech,90109286,14093,ITA
Japan,2022-06-06,Moderna,64315225,15837,JPN
Japan,2022-06-06,Novavax,5965,510,JPN
Japan,2022-06-06,Oxford/AstraZeneca,117463,3,JPN
Japan,2022-06-06,Pfizer/BioNTech,217613450,73211,JPN
Latvia,2022-06-06,Moderna,714774,17,LVA
Latvia,2022-06-06,Novavax,379,2,LVA
Latvia,2022-06-06,Pfizer/BioNTech,1621379,103,LVA
Nepal,2022-06-06,Johnson&Johnson,3580035,2892,NPL
Nepal,2022-06-06,Moderna,6339769,67435,NPL
Nepal,2022-06-06,Oxford/AstraZeneca,13234065,25613,NPL
Nepal,2022-06-06,Pfizer/BioNTech,739956,3560,NPL
Nepal,2022-06-06,Sinopharm/Beijing,19849451,774,NPL
Peru,2022-06-06,Moderna,1088906,28880,PER
Peru,2022-06-06,Pfizer/BioNTech,46155859,44606,PER
Peru,2022-06-06,Sinopharm/Beijing,20882713,4688,PER
Romania,2022-06-06,Johnson&Johnson,2054218,87,ROU
Romania,2022-06-06,Moderna,1008610,45,ROU
Romania,2022-06-06,Pfizer/BioNTech,12909059,1076,ROU
South Africa,2022-06-06,Johnson&Johnson,8858010,897,ZAF
South Africa,2022-06-06,Pfizer/BioNTech,27382703,1528,ZAF
South Korea,2022-06-06,Moderna,24701586,132,KOR
South Korea,2022-06-06,Novavax,539845,151,KOR
South Korea,2022-06-06,Oxford/AstraZeneca,20324559,1,KOR
South Korea,2022-06-06,Pfizer/BioNTech,78388130,724,KOR
Switzerland,2022-06-06,Johnson&Johnson,61002,2,CHE
Switzerland,2022-06-06,Moderna,9804359,118,CHE
Switzerland,2022-06-06,Pfizer/BioNTech,5850520,92,CHE
United States,2022-06-06,Moderna,222279084,41585,USA
United States,2022-06-06,Pfizer/BioNTech,347580670,79073,USA
Uruguay,2022-06-06,Pfizer/BioNTech,2533979,1404,URY
Argentina,2022-06-07,CanSino,851963,4664,ARG
Argentina,2022-06-07,Moderna,9178472,87040,ARG
Argentina,2022-06-07,Oxford/AstraZeneca,26676453,4118,ARG
Argentina,2022-06-07,Pfizer/BioNTech,18294943,36405,ARG
Argentina,2022-06-07,Sinopharm/Beijing,28725344,2982,ARG
Argentina,2022-06-07,Sputnik V,20583565,1946,ARG
Chile,2022-06-07,Pfizer/BioNTech,7995651,1417,CHL
Chile,2022-06-07,Sinovac,25820346,3300,CHL
Czechia,2022-06-07,Johnson&Johnson,412889,15,CZE
Czechia,2022-06-07,Moderna,1600430,109,CZE
Czechia,2022-06-07,Novavax,8144,39,CZE
Czechia,2022-06-07,Pfizer/BioNTech,14740680,925,CZE
France,2022-06-07,Johnson&Johnson,1089031,7,FRA
France,2022-06-07,Moderna,23712439,2513,FRA
France,2022-06-07,Novavax,21963,176,FRA
France,2022-06-07,Pfizer/BioNTech,112270109,46694,FRA
Germany,2022-06-07,Johnson&Johnson,3747217,33,DEU
Germany,2022-06-07,Moderna,31137304,3737,DEU
Germany,2022-06-07,Novavax,124012,312,DEU
Germany,2022-06-07,Oxford/AstraZeneca,12796382,204,DEU
Germany,2022-06-07,Pfizer/BioNTech,134311280,29208,DEU
Hong Kong,2022-06-07,Pfizer/BioNTech,10216965,10657,HKG
Hong Kong,2022-06-07,Sinovac,7078074,10596,HKG
Italy,2022-06-07,Moderna,34080976,4506,ITA
Italy,2022-06-07,Novavax,41678,53,ITA
Italy,2022-06-07,Pfizer/BioNTech,90127022,17736,ITA
Japan,2022-06-07,Moderna,64331711,16486,JPN
Japan,2022-06-07,Novavax,6628,663,JPN
Japan,2022-06-07,Oxford/AstraZeneca,117465,2,JPN
Japan,2022-06-07,Pfizer/BioNTech,217684497,71047,JPN
Latvia,2022-06-07,Johnson&Johnson,293717,7,LVA
Latvia,2022-06-07,Moderna,714791,17,LVA
Latvia,2022-06-07,Novavax,380,1,LVA
Latvia,2022-06-07,Pfizer/BioNTech,1621496,117,LVA
Nepal,2022-06-07,Johnson&Johnson,3582204,2169,NPL
Nepal,2022-06-07,Moderna,6383168,43399,NPL
Nepal,2022-06-07,Oxford/AstraZeneca,13273986,39921,NPL
Nepal,2022-06-07,Pfizer/BioNTech,761389,21433,NPL
Nepal,2022-06-07,Sinopharm/Beijing,19851321,1870,NPL
Peru,2022-06-07,Moderna,1120492,31586,PER
Peru,2022-06-07,Pfizer/BioNTech,46199822,43963,PER
Peru,2022-06-07,Sinopharm/Beijing,20887136,4423,PER
Romania,2022-06-07,Johnson&Johnson,2054305,87,ROU
Romania,2022-06-07,Moderna,1008655,45,ROU
Romania,2022-06-07,Pfizer/BioNTech,12910135,1076,ROU
South Africa,2022-06-07,Johnson&Johnson,8867656,9646,ZAF
South Africa,2022-06-07,Pfizer/BioNTech,27410308,27605,ZAF
South Korea,2022-06-07,Johnson&Johnson,1543825,1,KOR
South Korea,2022-06-07,Moderna,24704163,2577,KOR
South Korea,2022-06-07,Novavax,542249,2404,KOR
South Korea,2022-06-07,Oxford/AstraZeneca,20324560,1,KOR
South Korea,2022-06-07,Pfizer/BioNTech,78403762,15632,KOR
Switzerland,2022-06-07,Johnson&Johnson,61012,10,CHE
Switzerland,2022-06-07,Moderna,9804987,628,CHE
Switzerland,2022-06-07,Pfizer/BioNTech,5851173,653,CHE
United States,2022-06-07,Moderna,222431598,152514,USA
United States,2022-06-07,Pfizer/BioNTech,347847846,267176,USA
Uruguay,2022-06-07,Pfizer/BioNTech,2534515,536,URY
Argentina,2022-06-08,CanSino,856189,4226,ARG
Argentina,2022-06-08,Moderna,9271373,92901,ARG
Argentina,2022-06-08,Oxford/AstraZeneca,26679835,3382,ARG
Argentina,2022-06-08,Pfizer/BioNTech,18330329,35386,ARG
Argentina,2022-06-08,Sinopharm/Beijing,28728434,3090,ARG
Argentina,2022-06-08,Sputnik V,20584832,1267,ARG
Chile,2022-06-08,Pfizer/BioNTech,7997083,1432,CHL
Chile,2022-06-08,Sinovac,25823660,3314,CHL
Czechia,2022-06-08,Johnson&Johnson,412892,3,CZE
Czechia,2022-06-08,Moderna,1600546,116,CZE
Czechia,2022-06-08,Novavax,8177,33,CZE
Czechia,2022-06-08,Pfizer/BioNTech,14742406,1726,CZE
France,2022-06-08,Johnson&Johnson,1089037,6,FRA
France,2022-06-08,Moderna,23714267,1828,FRA
France,2022-06-08,Novavax,22183,220,FRA
France,2022-06-08,Pfizer/BioNTech,112310102,39993,FRA
Germany,2022-06-08,Johnson&Johnson,3747238,21,DEU
Germany,2022-06-08,Moderna,31142387,5083,DEU
Germany,2022-06-08,Novavax,124335,323,DEU
Germany,2022-06-08,Pfizer/BioNTech,134348398,37118,DEU
Hong Kong,2022-06-08,Pfizer/BioNTech,10225749,8784,HKG
Hong Kong,2022-06-08,Sinovac,7087076,9002,HKG
Italy,2022-06-08,Moderna,34085828,4852,ITA
Italy,2022-06-08,Novavax,41717,39,ITA
Italy,2022-06-08,Pfizer/BioNTech,90146088,19066,ITA
Japan,2022-06-08,Moderna,64349896,18185,JPN
Japan,2022-06-08,Novavax,7333,705,JPN
Japan,2022-06-08,Pfizer/BioNTech,217748036,63539,JPN
Latvia,2022-06-08,Johnson&Johnson,293720,3,LVA
Latvia,2022-06-08,Moderna,714838,47,LVA
Latvia,2022-06-08,Novavax,381,1,LVA
Latvia,2022-06-08,Pfizer/BioNTech,1621615,119,LVA
Nepal,2022-06-08,Johnson&Johnson,3585945,3741,NPL
Nepal,2022-06-08,Moderna,6424654,41486,NPL
Nepal,2022-06-08,Oxford/AstraZeneca,13324863,50877,NPL
Nepal,2022-06-08,Pfizer/BioNTech,778932,17543,NPL
Nepal,2022-06-08,Sinopharm/Beijing,19854057,2736,NPL
Peru,2022-06-08,Moderna,1152773,32281,PER
Peru,2022-06-08,Pfizer/BioNTech,46247458,47636,PER
Peru,2022-06-08,Sinopharm/Beijing,20891903,4767,PER
Romania,2022-06-08,Johnson&Johnson,2054392,87,ROU
Romania,2022-06-08,Moderna,1008700,45,ROU
Romania,2022-06-08,Pfizer/BioNTech,12911211,1076,ROU
South Africa,2022-06-08,Johnson&Johnson,8878264,10608,ZAF
South Africa,2022-06-08,Pfizer/BioNTech,27440792,30484,ZAF
South Korea,2022-06-08,Johnson&Johnson,1543837,12,KOR
South Korea,2022-06-08,Moderna,24706677,2514,KOR
South Korea,2022-06-08,Novavax,544933,2684,KOR
South Korea,2022-06-08,Pfizer/BioNTech,78421434,17672,KOR
Switzerland,2022-06-08,Johnson&Johnson,61054,42,CHE
Switzerland,2022-06-08,Moderna,9805890,903,CHE
Switzerland,2022-06-08,Pfizer/BioNTech,5853022,1849,CHE
United States,2022-06-08,Moderna,222506191,74593,USA
United States,2022-06-08,Pfizer/BioNTech,347972700,124854,USA
Uruguay,2022-06-08,Pfizer/BioNTech,2535251,736,URY
Argentina,2022-06-09,CanSino,860737,4548,ARG
Argentina,2022-06-09,Moderna,9364059,92686,ARG
Argentina,2022-06-09,Oxford/AstraZeneca,26682946,3111,ARG
Argentina,2022-06-09,Pfizer/BioNTech,18364385,34056,ARG
Argentina,2022-06-09,Sinopharm/Beijing,28731555,3121,ARG
Argentina,2022-06-09,Sputnik V,20586268,1436,ARG
Chile,2022-06-09,Pfizer/BioNTech,7998403,1320,CHL
Chile,2022-06-09,Sinovac,25826956,3296,CHL
Czechia,2022-06-09,Johnson&Johnson,412895,3,CZE
Czechia,2022-06-09,Moderna,1600713,167,CZE
Czechia,2022-06-09,Novavax,8208,31,CZE
Czechia,2022-06-09,Pfizer/BioNTech,14743711,1305,CZE
France,2022-06-09,Johnson&Johnson,1089040,3,FRA
France,2022-06-09,Moderna,23717056,2789,FRA
France,2022-06-09,Novavax,22357,174,FRA
France,2022-06-09,Pfizer/BioNTech,112360844,50742,FRA
Germany,2022-06-09,Johnson&Johnson,3747283,45,DEU
Germany,2022-06-09,Moderna,31147656,5269,DEU
Germany,2022-06-09,Novavax,124729,394,DEU
Germany,2022-06-09,Pfizer/BioNTech,134394663,46265,DEU
Hong Kong,2022-06-09,Pfizer/BioNTech,10234223,8474,HKG
Hong Kong,2022-06-09,Sinovac,7098143,11067,HKG
Italy,2022-06-09,Moderna,34090760,4932,ITA
Italy,2022-06-09,Novavax,41752,35,ITA
Italy,2022-06-09,Pfizer/BioNTech,90165447,19359,ITA
Japan,2022-06-09,Moderna,64369822,19926,JPN
Japan,2022-06-09,Novavax,7918,585,JPN
Japan,2022-06-09,Pfizer/BioNTech,217807858,59822,JPN
Latvia,2022-06-09,Johnson&Johnson,293722,2,LVA
Latvia,2022-06-09,Moderna,714856,18,LVA
Latvia,2022-06-09,Pfizer/BioNTech,1621750,135,LVA
Nepal,2022-06-09,Johnson&Johnson,3589310,3365,NPL
Nepal,2022-06-09,Moderna,6464554,39900,NPL
Nepal,2022-06-09,Oxford/AstraZeneca,13380870,56007,NPL
Nepal,2022-06-09,Pfizer/BioNTech,794308,15376,NPL
Nepal,2022-06-09,Sinopharm/Beijing,19856526,2469,NPL
Peru,2022-06-09,Moderna,1185651,32878,PER
Peru,2022-06-09,Pfizer/BioNTech,46294720,47262,PER
Peru,2022-06-09,Sinopharm/Beijing,20896250,4347,PER
Romania,2022-06-09,Johnson&Johnson,2054479,87,ROU
Romania,2022-06-09,Moderna,1008745,45,ROU
Romania,2022-06-09,Pfizer/BioNTech,12912287,1076,ROU
South Africa,2022-06-09,Johnson&Johnson,8890371,12107,ZAF
South Africa,2022-06-09,Pfizer/BioNTech,27473304,32512,ZAF
South Korea,2022-06-09,Johnson&Johnson,1543840,3,KOR
South Korea,2022-06-09,Moderna,24708859,2182,KOR
South Korea,2022-06-09,Novavax,547230,2297,KOR
South Korea,2022-06-09,Pfizer/BioNTech,78435981,14547,KOR
Switzerland,2022-06-09,Johnson&Johnson,61067,13,CHE
Switzerland,2022-06-09,Moderna,9806346,456,CHE
Switzerland,2022-06-09,Pfizer/BioNTech,5853676,654,CHE
United States,2022-06-09,Johnson&Johnson,18791038,527,USA
United States,2022-06-09,Moderna,222606034,99843,USA
United States,2022-06-09,Pfizer/BioNTech,348097820,125120,USA
Uruguay,2022-06-09,Pfizer/BioNTech,2536425,1174,URY
Argentina,2022-06-10,CanSino,864399,3662,ARG
Argentina,2022-06-10,Moderna,9467239,103180,ARG
Argentina,2022-06-10,Oxford/AstraZeneca,26686393,3447,ARG
Argentina,2022-06-10,Pfizer/BioNTech,18400547,36162,ARG
Argentina,2022-06-10,Sinopharm/Beijing,28735086,3531,ARG
Argentina,2022-06-10,Sputnik V,20587341,1073,ARG
Austria,2022-06-10,Johnson&Johnson,367640,44,AUT
Austria,2022-06-10,Moderna,1605553,788,AUT
Austria,2022-06-10,Novavax,9929,342,AUT
Austria,2022-06-10,Oxford/AstraZeneca,1592494,2,AUT
Austria,2022-06-10,Pfizer/BioNTech,14944816,19033,AUT
Belgium,2022-06-10,Johnson&Johnson,427646,15,BEL
Belgium,2022-06-10,Moderna,4289690,283,BEL
Belgium,2022-06-10,Novavax,300,58,BEL
Belgium,2022-06-10,Pfizer/BioNTech,17970811,84398,BEL
Bulgaria,2022-06-10,Johnson&Johnson,520295,333,BGR
Bulgaria,2022-06-10,Moderna,497335,126,BGR
Bulgaria,2022-06-10,Pfizer/BioNTech,2905481,1693,BGR
Chile,2022-06-10,Pfizer/BioNTech,7999720,1317,CHL
Chile,2022-06-10,Sinovac,25830162,3206,CHL
Croatia,2022-06-10,Johnson&Johnson,203069,83,HRV
Croatia,2022-06-10,Moderna,512401,88,HRV
Croatia,2022-06-10,Novavax,1163,22,HRV
Croatia,2022-06-10,Oxford/AstraZeneca,568461,1,HRV
Croatia,2022-06-10,Pfizer/BioNTech,3955301,1157,HRV
Cyprus,2022-06-10,Johnson&Johnson,30833,9,CYP
Cyprus,2022-06-10,Moderna,197137,126,CYP
Cyprus,2022-06-10,Novavax,140,5,CYP
Cyprus,2022-06-10,Pfizer/BioNTech,1243158,1281,CYP
Czechia,2022-06-10,Johnson&Johnson,412910,15,CZE
Czechia,2022-06-10,Moderna,1600904,191,CZE
Czechia,2022-06-10,Novavax,8265,57,CZE
Czechia,2022-06-10,Pfizer/BioNTech,14746244,2533,CZE
Denmark,2022-06-10,Johnson&Johnson,46455,4,DNK
Denmark,2022-06-10,Moderna,1714928,892,DNK
Denmark,2022-06-10,Pfizer/BioNTech,10276493,2409,DNK
Estonia,2022-06-10,Johnson&Johnson,78290,29,EST
Estonia,2022-06-10,Moderna,237821,126,EST
Estonia,2022-06-10,Novavax,910,33,EST
Estonia,2022-06-10,Pfizer/BioNTech,1524144,898,EST
Finland,2022-06-10,Moderna,1907085,843,FIN
Finland,2022-06-10,Pfizer/BioNTech,9392152,8714,FIN
France,2022-06-10,Johnson&Johnson,1089046,6,FRA
France,2022-06-10,Moderna,23719645,2589,FRA
France,2022-06-10,Novavax,22602,245,FRA
France,2022-06-10,Pfizer/BioNTech,112420292,59448,FRA
Germany,2022-06-10,Johnson&Johnson,3747311,28,DEU
Germany,2022-06-10,Moderna,31152454,4798,DEU
Germany,2022-06-10,Novavax,125073,344,DEU
Germany,2022-06-10,Oxford/AstraZeneca,12796385,3,DEU
Germany,2022-06-10,Pfizer/BioNTech,134427266,32603,DEU
Hong Kong,2022-06-10,Pfizer/BioNTech,10245439,11216,HKG
Hong Kong,2022-06-10,Sinovac,7112952,14809,HKG
Hungary,2022-06-10,Johnson&Johnson,340016,210,HUN
Hungary,2022-06-10,Moderna,1073561,214,HUN
Hungary,2022-06-10,Pfizer/BioNTech,9622181,2460,HUN
Hungary,2022-06-10,Sinopharm/Beijing,2310547,250,HUN
Ireland,2022-06-10,Johnson&Johnson,237057,3,IRL
Ireland,2022-06-10,Moderna,1444865,16616,IRL
Ireland,2022-06-10,Novavax,346,12,IRL
Ireland,2022-06-10,Pfizer/BioNTech,8325614,13270,IRL
Italy,2022-06-10,Moderna,34095384,4624,ITA
Italy,2022-06-10,Novavax,41793,41,ITA
Italy,2022-06-10,Pfizer/BioNTech,90183712,18265,ITA
Japan,2022-06-10,Moderna,64416777,46955,JPN
Japan,2022-06-10,Novavax,8849,931,JPN
Japan,2022-06-10,Pfizer/BioNTech,217982087,174229,JPN
Latvia,2022-06-10,Johnson&Johnson,293730,8,LVA
Latvia,2022-06-10,Moderna,714878,22,LVA
Latvia,2022-06-10,Novavax,386,5,LVA
Latvia,2022-06-10,Pfizer/BioNTech,1621919,169,LVA
Liechtenstein,2022-06-10,Moderna,46251,22,LIE
Liechtenstein,2022-06-10,Pfizer/BioNTech,21267,21,LIE
Lithuania,2022-06-10,Johnson&Johnson,295498,24,LTU
Lithuania,2022-06-10,Moderna,328852,22,LTU
Lithuania,2022-06-10,Pfizer/BioNTech,3313250,887,LTU
Luxembourg,2022-06-10,Johnson&Johnson,41506,2,LUX
Luxembourg,2022-06-10,Moderna,312263,884,LUX
Luxembourg,2022-06-10,Novavax,409,17,LUX
Luxembourg,2022-06-10,Pfizer/BioNTech,706774,482,LUX
Malta,2022-06-10,Johnson&Johnson,32343,3,MLT
Malta,2022-06-10,Moderna,264192,2306,MLT
Malta,2022-06-10,Oxford/AstraZeneca,227836,4,MLT
Malta,2022-06-10,Pfizer/BioNTech,724076,1162,MLT
Nepal,2022-06-10,Johnson&Johnson,3593111,3801,NPL
Nepal,2022-06-10,Moderna,6483786,19232,NPL
Nepal,2022-06-10,Oxford/AstraZeneca,13419683,38813,NPL
Nepal,2022-06-10,Pfizer/BioNTech,811074,16766,NPL
Nepal,2022-06-10,Sinopharm/Beijing,19858415,1889,NPL
Netherlands,2022-06-10,Johnson&Johnson,754131,93,NLD
Netherlands,2022-06-10,Moderna,7975101,22492,NLD
Netherlands,2022-06-10,Novavax,1853,84,NLD
Netherlands,2022-06-10,Pfizer/BioNTech,22400926,18790,NLD
Norway,2022-06-10,Moderna,2273656,675,NOR
Norway,2022-06-10,Oxford/AstraZeneca,147831,1,NOR
Norway,2022-06-10,Pfizer/BioNTech,8907950,5485,NOR
Peru,2022-06-10,Moderna,1218681,33030,PER
Peru,2022-06-10,Pfizer/BioNTech,46343928,49208,PER
Peru,2022-06-10,Sinopharm/Beijing,20900620,4370,PER
Poland,2022-06-10,Johnson&Johnson,2707379,1070,POL
Poland,2022-06-10,Moderna,3652899,495,POL
Poland,2022-06-10,Novavax,10917,178,POL
Poland,2022-06-10,Pfizer/BioNTech,38938519,14270,POL
Portugal,2022-06-10,Johnson&Johnson,1136622,33,PRT
Portugal,2022-06-10,Moderna,3654554,8977,PRT
Portugal,2022-06-10,Novavax,116,6,PRT
Portugal,2022-06-10,Oxford/AstraZeneca,2265569,18,PRT
Portugal,2022-06-10,Pfizer/BioNTech,15640059,125620,PRT
Portugal,2022-06-10,Sinopharm/Beijing,3458,3,PRT
Portugal,2022-06-10,Sinovac,6072,3,PRT
Romania,2022-06-10,Johnson&Johnson,2054566,87,ROU
Romania,2022-06-10,Moderna,1008790,45,ROU
Romania,2022-06-10,Pfizer/BioNTech,12913363,1076,ROU
Slovakia,2022-06-10,Johnson&Johnson,184987,34,SVK
Slovakia,2022-06-10,Moderna,673841,35,SVK
Slovakia,2022-06-10,Novavax,1518,39,SVK
Slovakia,2022-06-10,Pfizer/BioNTech,5118129,572,SVK
Slovenia,2022-06-10,Johnson&Johnson,135945,1,SVN
Slovenia,2022-06-10,Moderna,236679,14,SVN
Slovenia,2022-06-10,Novavax,144,4,SVN
Slovenia,2022-06-10,Pfizer/BioNTech,2251658,531,SVN
South Africa,2022-06-10,Johnson&Johnson,8901797,11426,ZAF
South Africa,2022-06-10,Pfizer/BioNTech,27504206,30902,ZAF
South Korea,2022-06-10,Johnson&Johnson,1543844,4,KOR
South Korea,2022-06-10,Moderna,24712817,3958,KOR
South Korea,2022-06-10,Novavax,551559,4329,KOR
South Korea,2022-06-10,Pfizer/BioNTech,78464352,28371,KOR
Spain,2022-06-10,Johnson&Johnson,1980843,2,ESP
Spain,2022-06-10,Moderna,23960671,27931,ESP
Spain,2022-06-10,Pfizer/BioNTech,66340955,75296,ESP
Sweden,2022-06-10,Moderna,4059601,9577,SWE
Sweden,2022-06-10,Novavax,5846,146,SWE
Sweden,2022-06-10,Pfizer/BioNTech,15994160,32562,SWE
Switzerland,2022-06-10,Johnson&Johnson,61081,14,CHE
Switzerland,2022-06-10,Moderna,9807215,869,CHE
Switzerland,2022-06-10,Pfizer/BioNTech,5854890,1214,CHE
United States,2022-06-10,Johnson&Johnson,18793348,2310,USA
United States,2022-06-10,Moderna,222742789,136755,USA
United States,2022-06-10,Pfizer/BioNTech,348322982,225162,USA
Uruguay,2022-06-10,Pfizer/BioNTech,2537410,985,URY
Argentina,2022-06-11,CanSino,865295,896,ARG
Argentina,2022-06-11,Moderna,9496614,29375,ARG
Argentina,2022-06-11,Oxford/AstraZeneca,26687100,707,ARG
Argentina,2022-06-11,Pfizer/BioNTech,18407202,6655,ARG
Argentina,2022-06-11,Sinopharm/Beijing,28735808,722,ARG
Argentina,2022-06-11,Sputnik V,20587501,160,ARG
Chile,2022-06-11,Pfizer/BioNTech,8000017,297,CHL
Chile,2022-06-11,Sinovac,25830899,737,CHL
Czechia,2022-06-11,Moderna,1600920,16,CZE
Czechia,2022-06-11,Novavax,8273,8,CZE
Czechia,2022-06-11,Pfizer/BioNTech,14746450,206,CZE
France,2022-06-11,Johnson&Johnson,1089047,1,FRA
France,2022-06-11,Moderna,23720585,940,FRA
France,2022-06-11,Novavax,22763,161,FRA
France,2022-06-11,Pfizer/BioNTech,112438917,18625,FRA
Germany,2022-06-11,Johnson&Johnson,3747316,5,DEU
Germany,2022-06-11,Moderna,31154230,1776,DEU
Germany,2022-06-11,Novavax,125313,240,DEU
Germany,2022-06-11,Pfizer/BioNTech,134434879,7613,DEU
Hong Kong,2022-06-11,Pfizer/BioNTech,10259247,13808,HKG
Hong Kong,2022-06-11,Sinovac,7125774,12822,HKG
Italy,2022-06-11,Moderna,34099768,4384,ITA
Italy,2022-06-11,Novavax,41827,34,ITA
Italy,2022-06-11,Pfizer/BioNTech,90193875,10163,ITA
Japan,2022-06-11,Moderna,64462869,46092,JPN
Japan,2022-06-11,Novavax,10670,1821,JPN
Japan,2022-06-11,Oxford/AstraZeneca,117468,3,JPN
Japan,2022-06-11,Pfizer/BioNTech,218201055,218968,JPN
Latvia,2022-06-11,Johnson&Johnson,293731,1,LVA
Latvia,2022-06-11,Moderna,714884,6,LVA
Latvia,2022-06-11,Pfizer/BioNTech,1621956,37,LVA
Nepal,2022-06-11,Johnson&Johnson,3597289,4178,NPL
Nepal,2022-06-11,Moderna,6508534,24748,NPL
Nepal,2022-06-11,Oxford/AstraZeneca,13457885,38202,NPL
Nepal,2022-06-11,Pfizer/BioNTech,823603,12529,NPL
Nepal,2022-06-11,Sinopharm/Beijing,19860670,2255,NPL
Peru,2022-06-11,Moderna,1256133,37452,PER
Peru,2022-06-11,Pfizer/BioNTech,46395596,51668,PER
